"Country or Area","Year(s)","Variant","Value"
"Serbia","2010","Zero migration (Medium)","9647.109"
"Serbia","2005","Medium variant","9956.359"
"Serbia","2000","Medium variant","10272.445"
"Serbia","1995","Medium variant","10374.777"
"Serbia","1990","Medium variant","9735.429"
"Serbia","1985","Medium variant","9444.963"
"Serbia","1980","Medium variant","9057.483"
"Serbia","1975","Medium variant","8613.464"
"Serbia","1970","Medium variant","8236.185"
"Serbia","1965","Medium variant","7961.833"
"Serbia","1960","Medium variant","7657.958"
"Serbia","1955","Medium variant","7269.266"
"Serbia","1950","Medium variant","6732.256"
"Slovak Republic","2100","Const. mortality (Medium)","3326.915"
"Slovak Republic","2100","Constant-fertility scenario","2463.402"
"Slovak Republic","2100","High variant","6328.575"
"Slovak Republic","2100","Instant replacement","6087.464"
"Slovak Republic","2100","Low variant","2190.339"
"Slovak Republic","2100","Medium variant","3892.201"
"Slovak Republic","2100","No change (Const. Fer.&Mor.&Zero migration)","1858.623"
"Slovak Republic","2100","Zero migration (Medium)","3687.734"
"Slovak Republic","2095","Const. mortality (Medium)","3414.944"
"Slovak Republic","2095","Constant-fertility scenario","2634.03"
"Slovak Republic","2095","High variant","6203.834"
"Slovak Republic","2095","Instant replacement","6057.75"
"Slovak Republic","2095","Low variant","2346.96"
"Slovak Republic","2095","Medium variant","3960.391"
"Slovak Republic","2095","No change (Const. Fer.&Mor.&Zero migration)","2017.342"
"Slovak Republic","2095","Zero migration (Medium)","3752.412"
"Slovak Republic","2090","Const. mortality (Medium)","3502.572"
"Slovak Republic","2090","Constant-fertility scenario","2810.973"
"Slovak Republic","2090","High variant","6074.08"
"Slovak Republic","2090","Instant replacement","6010.379"
"Slovak Republic","2090","Low variant","2516.49"
"Slovak Republic","2090","Medium variant","4029.343"
"Slovak Republic","2090","No change (Const. Fer.&Mor.&Zero migration)","2186.488"
"Slovak Republic","2090","Zero migration (Medium)","3819.825"
"Slovak Republic","2085","Const. mortality (Medium)","3590.064"
"Slovak Republic","2085","Constant-fertility scenario","2999.052"
"Slovak Republic","2085","High variant","5945.799"
"Slovak Republic","2085","Instant replacement","5948.43"
"Slovak Republic","2085","Low variant","2701.871"
"Slovak Republic","2085","Medium variant","4104.692"
"Slovak Republic","2085","No change (Const. Fer.&Mor.&Zero migration)","2366.119"
"Slovak Republic","2085","Zero migration (Medium)","3895.615"
"Slovak Republic","2080","Const. mortality (Medium)","3686.339"
"Slovak Republic","2080","Constant-fertility scenario","3203.773"
"Slovak Republic","2080","High variant","5837.005"
"Slovak Republic","2080","Instant replacement","5887.772"
"Slovak Republic","2080","Low variant","2907.405"
"Slovak Republic","2080","Medium variant","4196.093"
"Slovak Republic","2080","No change (Const. Fer.&Mor.&Zero migration)","2560.738"
"Slovak Republic","2080","Zero migration (Medium)","3989.502"
"Slovak Republic","2075","Const. mortality (Medium)","3803.566"
"Slovak Republic","2075","Constant-fertility scenario","3427.057"
"Slovak Republic","2075","High variant","5765.397"
"Slovak Republic","2075","Instant replacement","5850.03"
"Slovak Republic","2075","Low variant","3134.525"
"Slovak Republic","2075","Medium variant","4310.61"
"Slovak Republic","2075","No change (Const. Fer.&Mor.&Zero migration)","2777.009"
"Slovak Republic","2075","Zero migration (Medium)","4108.797"
"Slovak Republic","2070","Const. mortality (Medium)","3949.347"
"Slovak Republic","2070","Constant-fertility scenario","3664.798"
"Slovak Republic","2070","High variant","5735.733"
"Slovak Republic","2070","Instant replacement","5848.355"
"Slovak Republic","2070","Low variant","3379.206"
"Slovak Republic","2070","Medium variant","4447.431"
"Slovak Republic","2070","No change (Const. Fer.&Mor.&Zero migration)","3018.898"
"Slovak Republic","2070","Zero migration (Medium)","4252.964"
"Slovak Republic","2065","Const. mortality (Medium)","4120.64"
"Slovak Republic","2065","Constant-fertility scenario","3908.31"
"Slovak Republic","2065","High variant","5734.243"
"Slovak Republic","2065","Instant replacement","5875.067"
"Slovak Republic","2065","Low variant","3632.924"
"Slovak Republic","2065","Medium variant","4596.864"
"Slovak Republic","2065","No change (Const. Fer.&Mor.&Zero migration)","3284.054"
"Slovak Republic","2065","Zero migration (Medium)","4412.434"
"Slovak Republic","2060","Const. mortality (Medium)","4303.308"
"Slovak Republic","2060","Constant-fertility scenario","4146.609"
"Slovak Republic","2060","High variant","5734.507"
"Slovak Republic","2060","Instant replacement","5902.858"
"Slovak Republic","2060","Low variant","3884.181"
"Slovak Republic","2060","Medium variant","4742.973"
"Slovak Republic","2060","No change (Const. Fer.&Mor.&Zero migration)","3562.911"
"Slovak Republic","2060","Zero migration (Medium)","4571.221"
"Slovak Republic","2055","Const. mortality (Medium)","4481.588"
"Slovak Republic","2055","Constant-fertility scenario","4371.028"
"Slovak Republic","2055","High variant","5717.411"
"Slovak Republic","2055","Instant replacement","5904.686"
"Slovak Republic","2055","Low variant","4124.172"
"Slovak Republic","2055","Medium variant","4873.925"
"Slovak Republic","2055","No change (Const. Fer.&Mor.&Zero migration)","3842.44"
"Slovak Republic","2055","Zero migration (Medium)","4717.202"
"Slovak Republic","2050","Const. mortality (Medium)","4648.992"
"Slovak Republic","2050","Constant-fertility scenario","4578.802"
"Slovak Republic","2050","High variant","5686.081"
"Slovak Republic","2050","Instant replacement","5875.322"
"Slovak Republic","2050","Low variant","4350.12"
"Slovak Republic","2050","Medium variant","4989.526"
"Slovak Republic","2050","No change (Const. Fer.&Mor.&Zero migration)","4113.141"
"Slovak Republic","2050","Zero migration (Medium)","4849.744"
"Slovak Republic","2045","Const. mortality (Medium)","4810.722"
"Slovak Republic","2045","Constant-fertility scenario","4769.354"
"Slovak Republic","2045","High variant","5660.365"
"Slovak Republic","2045","Instant replacement","5833.162"
"Slovak Republic","2045","Low variant","4561.133"
"Slovak Republic","2045","Medium variant","5096.847"
"Slovak Republic","2045","No change (Const. Fer.&Mor.&Zero migration)","4372.099"
"Slovak Republic","2045","Zero migration (Medium)","4975.547"
"Slovak Republic","2040","Const. mortality (Medium)","4974.473"
"Slovak Republic","2040","Constant-fertility scenario","4944.426"
"Slovak Republic","2040","High variant","5659.332"
"Slovak Republic","2040","Instant replacement","5810.748"
"Slovak Republic","2040","Low variant","4758.247"
"Slovak Republic","2040","Medium variant","5203.882"
"Slovak Republic","2040","No change (Const. Fer.&Mor.&Zero migration)","4618.878"
"Slovak Republic","2040","Zero migration (Medium)","5100.911"
"Slovak Republic","2035","Const. mortality (Medium)","5135.645"
"Slovak Republic","2035","Constant-fertility scenario","5102.816"
"Slovak Republic","2035","High variant","5678.781"
"Slovak Republic","2035","Instant replacement","5821.741"
"Slovak Republic","2035","Low variant","4939.251"
"Slovak Republic","2035","Medium variant","5307.798"
"Slovak Republic","2035","No change (Const. Fer.&Mor.&Zero migration)","4850.214"
"Slovak Republic","2035","Zero migration (Medium)","5223.01"
"Slovak Republic","2030","Const. mortality (Medium)","5277.009"
"Slovak Republic","2030","Constant-fertility scenario","5240.152"
"Slovak Republic","2030","High variant","5691.688"
"Slovak Republic","2030","Instant replacement","5835.182"
"Slovak Republic","2030","Low variant","5099.823"
"Slovak Republic","2030","Medium variant","5395.535"
"Slovak Republic","2030","No change (Const. Fer.&Mor.&Zero migration)","5057.326"
"Slovak Republic","2030","Zero migration (Medium)","5328.786"
"Slovak Republic","2025","Const. mortality (Medium)","5378.185"
"Slovak Republic","2025","Constant-fertility scenario","5347.048"
"Slovak Republic","2025","High variant","5668.85"
"Slovak Republic","2025","Instant replacement","5810.464"
"Slovak Republic","2025","Low variant","5233.263"
"Slovak Republic","2025","Medium variant","5451.058"
"Slovak Republic","2025","No change (Const. Fer.&Mor.&Zero migration)","5226.3"
"Slovak Republic","2025","Zero migration (Medium)","5402.06"
"Slovak Republic","2020","Const. mortality (Medium)","5431.356"
"Slovak Republic","2020","Constant-fertility scenario","5414.143"
"Slovak Republic","2020","High variant","5598.753"
"Slovak Republic","2020","Instant replacement","5730.789"
"Slovak Republic","2020","Low variant","5338.691"
"Slovak Republic","2020","Medium variant","5468.723"
"Slovak Republic","2020","No change (Const. Fer.&Mor.&Zero migration)","5345.324"
"Slovak Republic","2020","Zero migration (Medium)","5436.915"
"Slovak Republic","2015","Const. mortality (Medium)","5445.019"
"Slovak Republic","2015","Constant-fertility scenario","5440.357"
"Slovak Republic","2015","High variant","5509.914"
"Slovak Republic","2015","Instant replacement","5600.209"
"Slovak Republic","2015","Low variant","5405.868"
"Slovak Republic","2015","Medium variant","5457.889"
"Slovak Republic","2015","No change (Const. Fer.&Mor.&Zero migration)","5412.093"
"Slovak Republic","2015","Zero migration (Medium)","5442.442"
"Slovak Republic","2010","Const. mortality (Medium)","5433.437"
"Slovak Republic","2010","Constant-fertility scenario","5433.437"
"Slovak Republic","2010","High variant","5433.437"
"Slovak Republic","2010","Instant replacement","5433.437"
"Slovak Republic","2010","Low variant","5433.437"
"Slovak Republic","2010","Medium variant","5433.437"
"Slovak Republic","2010","No change (Const. Fer.&Mor.&Zero migration)","5433.437"
"Slovak Republic","2010","Zero migration (Medium)","5433.437"
"Slovak Republic","2005","Medium variant","5391.489"
"Slovak Republic","2000","Medium variant","5388.01"
"Slovak Republic","1995","Medium variant","5362.95"
"Slovak Republic","1990","Medium variant","5277.709"
"Slovak Republic","1985","Medium variant","5157.959"
"Slovak Republic","1980","Medium variant","4988.654"
"Slovak Republic","1975","Medium variant","4744.482"
"Slovak Republic","1970","Medium variant","4531.874"
"Slovak Republic","1965","Medium variant","4378.613"
"Slovak Republic","1960","Medium variant","4137.224"
"Slovak Republic","1955","Medium variant","3812.696"
"Slovak Republic","1950","Medium variant","3436.574"
"Slovenia","2100","Const. mortality (Medium)","1558.758"
"Slovenia","2100","Constant-fertility scenario","1369.976"
"Slovenia","2100","High variant","2789.724"
"Slovenia","2100","Instant replacement","2521.419"
"Slovenia","2100","Low variant","1109.796"
"Slovenia","2100","Medium variant","1803.446"
"Slovenia","2100","No change (Const. Fer.&Mor.&Zero migration)","824.372"
"Slovenia","2100","Zero migration (Medium)","1354.407"
"Slovenia","2095","Const. mortality (Medium)","1588.945"
"Slovenia","2095","Constant-fertility scenario","1425.704"
"Slovenia","2095","High variant","2716.168"
"Slovenia","2095","Instant replacement","2494.909"
"Slovenia","2095","Low variant","1172.88"
"Slovenia","2095","Medium variant","1820.684"
"Slovenia","2095","No change (Const. Fer.&Mor.&Zero migration)","877.834"
"Slovenia","2095","Zero migration (Medium)","1375.59"
"Slovenia","2090","Const. mortality (Medium)","1616.812"
"Slovenia","2090","Constant-fertility scenario","1478.621"
"Slovenia","2090","High variant","2643.964"
"Slovenia","2090","Instant replacement","2465.335"
"Slovenia","2090","Low variant","1235.581"
"Slovenia","2090","Medium variant","1835.886"
"Slovenia","2090","No change (Const. Fer.&Mor.&Zero migration)","933.562"
"Slovenia","2090","Zero migration (Medium)","1398.66"
"Slovenia","2085","Const. mortality (Medium)","1641.796"
"Slovenia","2085","Constant-fertility scenario","1530.85"
"Slovenia","2085","High variant","2573.855"
"Slovenia","2085","Instant replacement","2433.462"
"Slovenia","2085","Low variant","1299.548"
"Slovenia","2085","Medium variant","1851.116"
"Slovenia","2085","No change (Const. Fer.&Mor.&Zero migration)","990.866"
"Slovenia","2085","Zero migration (Medium)","1425.703"
"Slovenia","2080","Const. mortality (Medium)","1665.25"
"Slovenia","2080","Constant-fertility scenario","1584.109"
"Slovenia","2080","High variant","2507.264"
"Slovenia","2080","Instant replacement","2399.781"
"Slovenia","2080","Low variant","1365.999"
"Slovenia","2080","Medium variant","1867.987"
"Slovenia","2080","No change (Const. Fer.&Mor.&Zero migration)","1051.007"
"Slovenia","2080","Zero migration (Medium)","1458.305"
"Slovenia","2075","Const. mortality (Medium)","1690.392"
"Slovenia","2075","Constant-fertility scenario","1639.427"
"Slovenia","2075","High variant","2447.829"
"Slovenia","2075","Instant replacement","2367.425"
"Slovenia","2075","Low variant","1435.329"
"Slovenia","2075","Medium variant","1887.988"
"Slovenia","2075","No change (Const. Fer.&Mor.&Zero migration)","1116.752"
"Slovenia","2075","Zero migration (Medium)","1497.805"
"Slovenia","2070","Const. mortality (Medium)","1720.421"
"Slovenia","2070","Constant-fertility scenario","1696.099"
"Slovenia","2070","High variant","2398.632"
"Slovenia","2070","Instant replacement","2340.936"
"Slovenia","2070","Low variant","1506.18"
"Slovenia","2070","Medium variant","1911.232"
"Slovenia","2070","No change (Const. Fer.&Mor.&Zero migration)","1190.626"
"Slovenia","2070","Zero migration (Medium)","1544.27"
"Slovenia","2065","Const. mortality (Medium)","1756.966"
"Slovenia","2065","Constant-fertility scenario","1753.581"
"Slovenia","2065","High variant","2361.265"
